timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650009316626,556,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-14,,true,,4969,536,20,28,null,551,6,480
1650009316330,852,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-8,,true,,4976,536,20,28,null,848,7,777
1650009316479,704,Contact-424,200,OK,Contacts 5-11,text,true,,5273,536,20,28,https://www.demoblaze.com/index.html,701,0,629
1650009316377,804,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-9,,true,,5246,536,20,28,null,800,8,729
1650009316128,1032,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-4,,true,,5009,536,20,28,null,1028,29,957
1650009316084,1032,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-3,,true,,4999,536,20,28,null,1028,73,957
1650009316477,704,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-11,,true,,5273,536,20,28,null,701,8,629
1650009316151,1213,login,200,OK,Login 2-1,text,true,,449,477,2,15,https://api.demoblaze.com/login,1213,0,957
1650009316981,383,signup,200,OK,Signup  1-2,text,true,,449,478,2,15,https://api.demoblaze.com/signup,383,0,127
1650009316151,1214,signup,200,OK,Signup  1-1,text,true,,449,478,2,15,https://api.demoblaze.com/signup,1214,0,957
1650009316151,1215,login,200,OK,InvalidLogin 3-1,text,true,,449,477,2,15,https://api.demoblaze.com/login,1215,0,957
1650009316799,571,Contact-424,200,OK,Contacts 5-17,text,true,,19906,536,7,15,https://www.demoblaze.com/index.html,554,0,309
1650009316794,571,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-17,,true,,19906,536,7,15,null,554,5,309
1650009316677,696,Contact-424,200,OK,Contacts 5-15,text,true,,19902,536,6,14,https://www.demoblaze.com/index.html,679,0,431
1650009316151,1222,Login-38,200,OK,AddToCart 4-1,text,true,,449,477,2,14,https://api.demoblaze.com/login,1222,0,957
1650009316431,942,Contact-424,200,OK,Contacts 5-10,text,true,,19906,536,6,14,https://www.demoblaze.com/index.html,926,0,677
1650009316676,696,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-15,,true,,19902,536,6,14,null,679,1,431
1650009316429,942,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-10,,true,,19906,536,6,14,null,926,2,677
1650009316978,398,login,200,OK,InvalidLogin 3-2,text,true,,449,477,2,12,https://api.demoblaze.com/login,398,0,130
1650009316151,1226,Contact-424,200,OK,Contacts 5-1,text,true,,19902,536,4,12,https://www.demoblaze.com/index.html,1209,0,957
1650009316001,1226,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-1,,true,,19902,536,4,12,null,1209,148,957
1650009316978,399,login,200,OK,Login 2-2,text,true,,449,477,2,12,https://api.demoblaze.com/login,399,0,130
1650009316151,1227,Contact-424,200,OK,Contacts 5-2,text,true,,19902,536,4,12,https://www.demoblaze.com/index.html,1212,0,957
1650009316991,387,Login-38,200,OK,AddToCart 4-2,text,true,,449,477,2,12,https://api.demoblaze.com/login,387,0,117
1650009316924,454,Contact-424,200,OK,Contacts 5-20,text,true,,19902,536,4,12,https://www.demoblaze.com/index.html,438,0,184
1650009316922,454,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-20,,true,,19902,536,4,12,null,438,2,184
1650009316038,1227,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-2,,true,,19902,536,4,12,null,1212,113,957
1650009316575,803,Contact-424,200,OK,Contacts 5-13,text,true,,19906,536,3,11,https://www.demoblaze.com/index.html,787,0,533
1650009316574,803,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-13,,true,,19906,536,3,11,null,787,2,533
1650009317369,321,login-ren,200,OK,InvalidLogin 3-1,text,true,,517,482,2,8,https://api.demoblaze.com/login,320,0,0
1650009317374,408,Login-39,200,OK,AddToCart 4-1,text,true,,656,487,2,7,https://api.demoblaze.com/login,408,0,0
1650009317369,413,signup - rick127,200,OK,Signup  1-1,text,false,"Test failed: text expected to contain /""""/",614,488,2,7,https://api.demoblaze.com/signup,413,0,0
1650009315999,1630,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-1,,true,,1105,964,2,7,null,1630,152,957
1650009315980,1627,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-1,,false,,1063,966,2,7,null,1627,174,957
1650009317369,417,signup - reen1,200,OK,Signup  1-2,text,false,"Test failed: text expected to contain /""""/",587,486,2,7,https://api.demoblaze.com/signup,416,0,0
1650009316979,800,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-2,,false,,1036,964,2,7,null,799,7,127
1650009317369,500,login-rick127,200,OK,Login 2-1,text,true,,619,487,2,5,https://api.demoblaze.com/login,500,0,0
1650009317376,493,login-ken,200,OK,InvalidLogin 3-2,text,false,Test failed: text expected to contain /User does not exist./,463,482,1,5,https://api.demoblaze.com/login,493,0,0
1650009317378,491,login-reen1,200,OK,Login 2-2,text,true,,634,485,2,5,https://api.demoblaze.com/login,491,0,0
1650009317378,496,Login-39,200,OK,AddToCart 4-2,text,true,,537,485,2,2,https://api.demoblaze.com/login,495,0,0
1650009316990,883,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-2,,true,,986,962,2,2,null,882,1,117
1650009317783,243,Item1-80,200,OK,AddToCart 4-1,text,true,,449,476,3,6,https://api.demoblaze.com/view,243,0,0
1650009317876,259,Item1-80,200,OK,AddToCart 4-2,text,true,,449,476,3,6,https://api.demoblaze.com/view,259,0,0
1650009318026,250,Item1-84,200,OK,AddToCart 4-1,text,true,,449,481,3,6,https://api.demoblaze.com/addtocart,250,0,0
1650009317975,330,login,200,OK,Login 2-3,text,true,,449,477,1,6,https://api.demoblaze.com/login,330,0,79
1650009317975,335,login,200,OK,InvalidLogin 3-3,text,true,,449,477,1,6,https://api.demoblaze.com/login,335,0,79
1650009317980,330,signup,200,OK,Signup  1-3,text,true,,449,478,1,6,https://api.demoblaze.com/signup,330,0,74
1650009317985,382,Login-38,200,OK,AddToCart 4-3,text,true,,449,477,3,6,https://api.demoblaze.com/login,382,0,84
1650009318136,335,Item1-84,200,OK,AddToCart 4-2,text,true,,449,481,3,6,https://api.demoblaze.com/addtocart,335,0,0
1650009318311,379,signup - stokes12,200,OK,Signup  1-3,text,false,"Test failed: text expected to contain /""""/",628,489,1,6,https://api.demoblaze.com/signup,378,0,0
1650009317979,709,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-3,,false,,1077,967,1,6,null,708,3,74
1650009318306,463,login-stokes12,200,OK,Login 2-3,text,true,,654,488,1,5,https://api.demoblaze.com/login,461,0,0
1650009318311,461,login-joe,200,OK,InvalidLogin 3-3,text,false,Test failed: text expected to contain /User does not exist./,593,482,1,4,https://api.demoblaze.com/login,459,0,0
1650009318277,495,Item1-85,200,OK,AddToCart 4-1,text,true,,307,553,3,4,https://api.demoblaze.com/addtocart,495,0,0
1650009318369,500,Login-39,200,OK,AddToCart 4-3,text,true,,562,488,3,3,https://api.demoblaze.com/login,498,0,0
1650009317984,882,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-3,,true,,1011,965,3,3,null,880,3,84
1650009318472,402,Item1-85,200,OK,AddToCart 4-2,text,true,,307,553,3,3,https://api.demoblaze.com/addtocart,402,0,0
1650009318774,133,Item1-89,200,OK,AddToCart 4-1,text,true,,5089,517,3,3,https://www.demoblaze.com/index.html,130,0,83
1650009317783,1121,Item1,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,6294,2027,3,3,null,1118,3,83
1650009318875,119,Item1-89,200,OK,AddToCart 4-2,text,true,,5186,517,4,7,https://www.demoblaze.com/index.html,115,0,69
1650009317875,1115,Item1,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,6391,2027,4,7,null,1111,5,69
1650009318870,251,Item1-80,200,OK,AddToCart 4-3,text,true,,449,476,4,7,https://api.demoblaze.com/view,251,0,0
1650009318908,254,Item2-106,200,OK,AddToCart 4-1,text,true,,5482,517,4,7,https://www.demoblaze.com/prod.html?idp_=5,251,0,0
1650009318996,255,Item2-106,200,OK,AddToCart 4-2,text,true,,5673,517,4,7,https://www.demoblaze.com/prod.html?idp_=5,250,0,0
1650009318976,332,login,200,OK,Login 2-4,text,true,,449,477,1,7,https://api.demoblaze.com/login,332,0,80
1650009318979,331,Login-38,200,OK,AddToCart 4-4,text,true,,449,477,4,7,https://api.demoblaze.com/login,331,0,76
1650009318976,342,login,200,OK,InvalidLogin 3-4,text,true,,449,477,1,7,https://api.demoblaze.com/login,342,0,82
1650009318976,346,signup,200,OK,Signup  1-4,text,true,,449,478,1,7,https://api.demoblaze.com/signup,346,0,91
1650009319122,259,Item1-84,200,OK,AddToCart 4-3,text,true,,449,481,4,7,https://api.demoblaze.com/addtocart,259,0,0
1650009319163,253,Item2-121,200,OK,AddToCart 4-1,text,true,,449,481,4,7,https://api.demoblaze.com/addtocart,253,0,0
1650009319252,254,Item2-121,200,OK,AddToCart 4-2,text,true,,449,481,4,7,https://api.demoblaze.com/addtocart,254,0,0
1650009319323,267,signup - virat12,200,OK,Signup  1-4,text,false,"Test failed: text expected to contain /""""/",683,488,1,7,https://api.demoblaze.com/signup,265,0,0
1650009318975,613,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-4,,false,,1132,966,1,7,null,611,3,91
1650009319319,354,login-shawm,200,OK,InvalidLogin 3-4,text,true,,529,484,1,6,https://api.demoblaze.com/login,353,0,0
1650009319308,371,login-virat12,200,OK,Login 2-4,text,true,,622,487,1,5,https://api.demoblaze.com/login,370,0,0
1650009319310,462,Login-39,200,OK,AddToCart 4-4,text,true,,595,487,4,4,https://api.demoblaze.com/login,459,0,0
1650009318977,793,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-4,,true,,1044,964,4,4,null,790,2,76
1650009319382,484,Item1-85,200,OK,AddToCart 4-3,text,true,,307,553,4,4,https://api.demoblaze.com/addtocart,484,0,0
1650009319417,449,Item2-122,200,OK,AddToCart 4-1,text,true,,307,553,4,4,https://api.demoblaze.com/addtocart,449,0,0
1650009319507,362,Item2-122,200,OK,AddToCart 4-2,text,true,,307,553,4,4,https://api.demoblaze.com/addtocart,362,0,0
1650009319870,49,Item2-123,200,OK,AddToCart 4-2,text,true,,5202,517,4,4,https://www.demoblaze.com/index.html,45,0,0
1650009318995,920,Item2,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,11631,2068,4,4,null,911,4,0
1650009319867,69,Item2-123,200,OK,AddToCart 4-1,text,true,,19906,517,4,4,https://www.demoblaze.com/index.html,50,0,0
1650009318908,1025,Item2,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,26144,2068,4,4,null,1003,3,0
1650009319868,120,Item1-89,200,OK,AddToCart 4-3,text,true,,5026,517,5,8,https://www.demoblaze.com/index.html,120,0,73
1650009318869,1114,Item1,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,6231,2027,5,8,null,1114,6,73
1650009319773,264,Item1-80,200,OK,AddToCart 4-4,text,true,,449,476,5,8,https://api.demoblaze.com/view,264,0,0
1650009319989,49,Item2-106,200,OK,AddToCart 4-3,text,true,,5426,517,5,8,https://www.demoblaze.com/prod.html?idp_=5,48,0,0
1650009319919,252,Item3-149,200,OK,AddToCart 4-2,text,true,,5609,517,5,8,https://www.demoblaze.com/prod.html?idp_=8,249,0,0
1650009319937,244,Item3-149,200,OK,AddToCart 4-1,text,true,,5539,517,5,8,https://www.demoblaze.com/prod.html?idp_=8,243,0,0
1650009320038,259,Item1-84,200,OK,AddToCart 4-4,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,259,0,0
1650009320038,260,Item2-121,200,OK,AddToCart 4-3,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,260,0,0
1650009319970,345,signup,200,OK,Signup  1-5,text,true,,449,478,1,8,https://api.demoblaze.com/signup,345,0,70
1650009319972,344,Login-38,200,OK,AddToCart 4-5,text,true,,449,477,5,8,https://api.demoblaze.com/login,344,0,86
1650009319974,341,login,200,OK,Login 2-5,text,true,,449,477,1,8,https://api.demoblaze.com/login,341,0,85
1650009319976,340,login,200,OK,InvalidLogin 3-5,text,true,,449,477,1,8,https://api.demoblaze.com/login,340,0,78
1650009320172,254,Item3-156,200,OK,AddToCart 4-2,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,254,0,0
1650009320182,288,Item3-156,200,OK,AddToCart 4-1,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,288,0,0
1650009320316,274,login-mack,200,OK,InvalidLogin 3-5,text,true,,461,483,1,8,https://api.demoblaze.com/login,274,0,0
1650009320299,295,Item2-122,200,OK,AddToCart 4-3,text,true,,307,553,5,7,https://api.demoblaze.com/addtocart,295,0,0
1650009320298,309,Item1-85,200,OK,AddToCart 4-4,text,true,,307,553,5,7,https://api.demoblaze.com/addtocart,309,0,0
1650009320316,372,signup - ken12,200,OK,Signup  1-5,text,false,"Test failed: text expected to contain /""""/",667,486,1,7,https://api.demoblaze.com/signup,371,0,0
1650009319969,717,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-5,,false,,1116,964,1,7,null,716,3,70
1650009320316,408,Login-39,200,OK,AddToCart 4-5,text,true,,555,485,5,6,https://api.demoblaze.com/login,406,0,0
1650009319971,752,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-5,,true,,1004,962,5,6,null,750,1,86
1650009320470,290,Item3-157,200,OK,AddToCart 4-1,text,true,,307,553,5,6,https://api.demoblaze.com/addtocart,290,0,0
1650009320609,156,Item1-89,200,OK,AddToCart 4-4,text,true,,19906,517,5,6,https://www.demoblaze.com/index.html,149,0,73
1650009319773,988,Item1,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-4,,true,,21111,2027,5,6,null,981,5,73
1650009320317,450,login-ken12,200,OK,Login 2-5,text,true,,561,485,1,6,https://api.demoblaze.com/login,449,0,0
1650009320760,48,Item3-158,200,OK,AddToCart 4-1,text,true,,5155,517,5,5,https://www.demoblaze.com/index.html,46,0,0
1650009319936,870,Item3,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,11450,2068,5,5,null,867,3,0
1650009320766,45,Item2-106,200,OK,AddToCart 4-4,text,true,,5553,517,5,5,https://www.demoblaze.com/prod.html?idp_=5,44,0,0
1650009320595,253,Item2-123,200,OK,AddToCart 4-3,text,true,,5077,517,5,5,https://www.demoblaze.com/index.html,249,0,0
1650009319989,857,Item2,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,11259,2068,5,5,null,852,3,0
1650009320426,444,Item3-157,200,OK,AddToCart 4-2,text,true,,307,553,5,5,https://api.demoblaze.com/addtocart,444,0,0
1650009320849,47,Item3-149,200,OK,AddToCart 4-3,text,true,,5604,517,5,5,https://www.demoblaze.com/prod.html?idp_=8,44,0,0
1650009320871,47,Item3-158,200,OK,AddToCart 4-2,text,true,,5035,517,5,5,https://www.demoblaze.com/index.html,44,0,0
1650009319919,997,Item3,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,11400,2068,5,5,null,991,2,0
1650009320725,263,Item1-80,200,OK,AddToCart 4-5,text,true,,449,476,6,9,https://api.demoblaze.com/view,263,0,0
1650009320809,275,Item4-184,200,OK,AddToCart 4-1,text,true,,5535,517,6,9,https://www.demoblaze.com/prod.html?idp_=9,272,0,0
1650009320812,276,Item2-121,200,OK,AddToCart 4-4,text,true,,449,481,6,9,https://api.demoblaze.com/addtocart,276,0,0
1650009320919,252,Item4-184,200,OK,AddToCart 4-2,text,true,,5341,517,6,9,https://www.demoblaze.com/prod.html?idp_=9,248,0,0
1650009320897,288,Item3-156,200,OK,AddToCart 4-3,text,true,,449,481,6,9,https://api.demoblaze.com/addtocart,288,0,0
1650009320989,261,Item1-84,200,OK,AddToCart 4-5,text,true,,449,481,6,9,https://api.demoblaze.com/addtocart,261,0,0
1650009320971,323,login,200,OK,Login 2-6,text,true,,449,477,1,9,https://api.demoblaze.com/login,323,0,67
1650009320970,326,login,200,OK,InvalidLogin 3-6,text,true,,449,477,1,9,https://api.demoblaze.com/login,326,0,69
1650009320971,337,signup,200,OK,Signup  1-6,text,true,,449,478,1,9,https://api.demoblaze.com/signup,337,0,68
1650009320972,338,Login-38,200,OK,AddToCart 4-6,text,true,,449,477,6,9,https://api.demoblaze.com/login,338,0,66
1650009321085,253,Item4-190,200,OK,AddToCart 4-1,text,true,,449,481,6,9,https://api.demoblaze.com/addtocart,253,0,0
1650009321088,314,Item2-122,200,OK,AddToCart 4-4,text,true,,307,553,6,9,https://api.demoblaze.com/addtocart,314,0,0
1650009321171,318,Item4-190,200,OK,AddToCart 4-2,text,true,,449,481,6,9,https://api.demoblaze.com/addtocart,318,0,0
1650009321186,337,Item3-157,200,OK,AddToCart 4-3,text,true,,307,553,6,9,https://api.demoblaze.com/addtocart,337,0,0
1650009321523,62,Item3-158,200,OK,AddToCart 4-3,text,true,,19906,517,6,9,https://www.demoblaze.com/index.html,45,0,0
1650009320849,734,Item3,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,26266,2068,6,9,null,714,2,0
1650009321251,369,Item1-85,200,OK,AddToCart 4-5,text,true,,307,553,6,9,https://api.demoblaze.com/addtocart,369,0,0
1650009321296,340,login-zack,200,OK,InvalidLogin 3-6,text,true,,626,483,1,9,https://api.demoblaze.com/login,338,0,0
1650009321403,253,Item2-123,200,OK,AddToCart 4-4,text,true,,19902,517,6,8,https://www.demoblaze.com/index.html,247,0,0
1650009320766,888,Item2,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-4,,true,,26211,2068,6,8,null,881,2,0
1650009321295,405,login-kelvin12,200,OK,Login 2-6,text,true,,456,488,1,8,https://api.demoblaze.com/login,404,0,0
1650009321621,141,Item1-89,200,OK,AddToCart 4-5,text,true,,19906,517,6,7,https://www.demoblaze.com/index.html,124,0,79
1650009320724,1034,Item1,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-5,,true,,21111,2027,6,7,null,1017,4,79
1650009321310,453,Login-39,200,OK,AddToCart 4-6,text,true,,610,488,6,7,https://api.demoblaze.com/login,450,0,0
1650009320971,791,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-6,,true,,1059,965,6,7,null,788,1,66
1650009321309,463,signup - kelvin12,200,OK,Signup  1-6,text,false,"Test failed: text expected to contain /""""/",590,489,1,7,https://api.demoblaze.com/signup,461,0,0
1650009320970,800,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-6,,false,,1039,967,1,7,null,798,2,68
1650009321338,464,Item4-191,200,OK,AddToCart 4-1,text,true,,307,553,6,6,https://api.demoblaze.com/addtocart,464,0,0
1650009321763,48,Item2-106,200,OK,AddToCart 4-5,text,true,,5574,517,6,6,https://www.demoblaze.com/prod.html?idp_=5,47,0,0
1650009321586,253,Item4-184,200,OK,AddToCart 4-3,text,true,,5749,517,6,6,https://www.demoblaze.com/prod.html?idp_=9,250,0,0
1650009321803,49,Item4-192,200,OK,AddToCart 4-1,text,true,,5223,517,6,6,https://www.demoblaze.com/index.html,47,0,0
1650009320809,1041,Item4,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,11514,2068,6,6,null,1036,2,0
1650009321657,247,Item3-149,200,OK,AddToCart 4-4,text,true,,5529,517,6,6,https://www.demoblaze.com/prod.html?idp_=8,246,0,0
1650009321853,52,Cart-218,200,OK,AddToCart 4-1,text,true,,5977,510,6,6,https://www.demoblaze.com/cart.html,49,0,0
1650009321489,438,Item4-191,200,OK,AddToCart 4-2,text,true,,307,553,6,6,https://api.demoblaze.com/addtocart,438,0,0
1650009321927,60,Item4-192,200,OK,AddToCart 4-2,text,true,,19906,517,7,10,https://www.demoblaze.com/index.html,44,0,0
1650009320918,1068,Item4,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,26003,2068,7,10,null,1048,1,0
1650009321763,254,Item1-80,200,OK,AddToCart 4-6,text,true,,449,476,7,10,https://api.demoblaze.com/view,254,0,0
1650009321987,50,Cart-218,200,OK,AddToCart 4-2,text,true,,5849,510,7,10,https://www.demoblaze.com/cart.html,46,0,0
1650009321812,270,Item2-121,200,OK,AddToCart 4-5,text,true,,449,481,7,10,https://api.demoblaze.com/addtocart,270,0,0
1650009321839,266,Item4-190,200,OK,AddToCart 4-3,text,true,,449,481,7,10,https://api.demoblaze.com/addtocart,266,0,0
1650009321905,258,Item3-156,200,OK,AddToCart 4-4,text,true,,449,481,7,10,https://api.demoblaze.com/addtocart,258,0,0
1650009321906,311,Cart-225,200,OK,AddToCart 4-1,text,true,,449,480,7,10,https://api.demoblaze.com/viewcart,311,0,0
1650009321852,363,Cart,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-1,,true,,6426,990,7,10,null,360,3,0
1650009322038,253,Cart-225,200,OK,AddToCart 4-2,text,true,,449,480,7,10,https://api.demoblaze.com/viewcart,253,0,0
1650009321987,303,Cart,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-2,,true,,6298,990,7,10,null,299,1,0
1650009322018,281,Item1-84,200,OK,AddToCart 4-6,text,true,,449,481,7,10,https://api.demoblaze.com/addtocart,281,0,0
1650009321967,400,login,200,OK,InvalidLogin 3-7,text,true,,449,477,1,10,https://api.demoblaze.com/login,400,0,83
1650009321968,404,login,200,OK,Login 2-7,text,true,,449,477,1,10,https://api.demoblaze.com/login,404,0,84
1650009321971,409,Login-38,200,OK,AddToCart 4-7,text,true,,449,477,7,10,https://api.demoblaze.com/login,409,0,81
1650009321971,412,signup,200,OK,Signup  1-7,text,true,,449,478,1,10,https://api.demoblaze.com/signup,412,0,81
1650009322082,385,Item2-122,200,OK,AddToCart 4-5,text,true,,307,553,7,10,https://api.demoblaze.com/addtocart,385,0,0
1650009322105,405,Item4-191,200,OK,AddToCart 4-3,text,true,,307,553,7,10,https://api.demoblaze.com/addtocart,405,0,0
1650009322467,50,Item2-123,200,OK,AddToCart 4-5,text,true,,5018,517,7,10,https://www.demoblaze.com/index.html,47,0,0
1650009321763,753,Item2,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-5,,true,,11348,2068,7,10,null,749,1,0
1650009322510,49,Item4-192,200,OK,AddToCart 4-3,text,true,,5291,517,7,10,https://www.demoblaze.com/index.html,46,0,0
1650009321585,973,Item4,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,11796,2068,7,10,null,967,1,0
1650009322518,47,Item3-149,200,OK,AddToCart 4-5,text,true,,5629,517,7,10,https://www.demoblaze.com/prod.html?idp_=8,46,0,0
1650009322163,431,Item3-157,200,OK,AddToCart 4-4,text,true,,307,553,7,10,https://api.demoblaze.com/addtocart,431,0,0
1650009322559,51,Cart-218,200,OK,AddToCart 4-3,text,true,,5928,510,7,10,https://www.demoblaze.com/cart.html,48,0,0
1650009322594,44,Item3-158,200,OK,AddToCart 4-4,text,true,,4943,517,7,10,https://www.demoblaze.com/index.html,43,0,0
1650009321656,980,Item3,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-4,,true,,11228,2068,7,10,null,978,2,0
1650009322383,274,signup - calvin12,200,OK,Signup  1-7,text,false,"Test failed: text expected to contain /""""/",654,489,1,10,https://api.demoblaze.com/signup,272,0,0
1650009321970,686,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-7,,false,,1103,967,1,10,null,684,1,81
1650009322218,471,Delete1-237,200,OK,AddToCart 4-1,text,true,,449,482,7,9,https://api.demoblaze.com/deleteitem,471,0,0
1650009322292,421,Delete1-237,200,OK,AddToCart 4-2,text,true,,449,482,7,9,https://api.demoblaze.com/deleteitem,421,0,0
1650009322299,469,Item1-85,200,OK,AddToCart 4-6,text,true,,307,553,7,9,https://api.demoblaze.com/addtocart,469,0,0
1650009322367,497,login-kinny,200,OK,InvalidLogin 3-7,text,true,,637,484,1,9,https://api.demoblaze.com/login,494,0,0
1650009322639,241,Item4-184,200,OK,AddToCart 4-4,text,true,,5376,517,7,8,https://www.demoblaze.com/prod.html?idp_=9,240,0,0
1650009322769,119,Item1-89,200,OK,AddToCart 4-6,text,true,,5223,517,7,8,https://www.demoblaze.com/index.html,115,0,69
1650009321763,1123,Item1,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-6,,true,,6428,2027,7,8,null,1119,2,69
1650009322372,560,login-calvin12,200,OK,Login 2-7,text,true,,659,488,1,8,https://api.demoblaze.com/login,559,0,0
1650009322888,49,Item2-106,200,OK,AddToCart 4-6,text,true,,5693,517,7,7,https://www.demoblaze.com/prod.html?idp_=5,47,0,0
